date,symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
23-02-2011,TECHM,EQ,683.65,688.7,691.75,670,685.35,683.45,680.66,181248,1.23369E+13,,51276,0.2829
24-02-2011,TECHM,EQ,683.45,689.9,700,645.6,657,654.8,663.27,542549,3.59855E+13,,287719,0.5303
25-02-2011,TECHM,EQ,654.8,655,666.95,635.2,642.5,641.65,645.57,211924,1.36812E+13,,82842,0.3909
28-02-2011,TECHM,EQ,641.65,623,658.5,623,647,645.25,643.88,241479,1.55483E+13,,91644,0.3795
01-03-2011,TECHM,EQ,645.25,650,679.9,642.05,677.25,675.95,664.58,205719,1.36717E+13,,66435,0.3229
03-03-2011,TECHM,EQ,675.95,670,690,656.8,687.5,685.5,679.09,118200,8.02679E+12,,36876,0.312
04-03-2011,TECHM,EQ,685.5,686,697.85,673.25,685.1,685.25,685.8,182604,1.2523E+13,,58559,0.3207
07-03-2011,TECHM,EQ,685.25,676.15,684.95,666,684,678.6,677.37,69781,4.72673E+12,,20246,0.2901
08-03-2011,TECHM,EQ,678.6,676.5,746.25,676.5,741,743.05,729.43,1757016,1.28162E+14,,489891,0.2788
09-03-2011,TECHM,EQ,743.05,745,745,725.35,732.5,733.95,733.62,666398,4.8888E+13,,131257,0.197
10-03-2011,TECHM,EQ,733.95,729.05,733.5,721,729,728.3,728.1,165410,1.20434E+13,,35787,0.2164
11-03-2011,TECHM,EQ,728.3,720.8,745,716.05,730.1,730.4,735.98,345135,2.54013E+13,,72504,0.2101
14-03-2011,TECHM,EQ,730.4,721.8,741.9,721.8,739.1,738.2,736.43,137682,1.01394E+13,,33596,0.244
15-03-2011,TECHM,EQ,738.2,728,759,718.4,733.05,734.85,747.24,638394,4.77034E+13,,95710,0.1499
16-03-2011,TECHM,EQ,734.85,742.05,751,735.15,740.5,739.1,743.99,132534,9.86045E+12,,34380,0.2594
17-03-2011,TECHM,EQ,739.1,737.95,749.75,728.9,733.95,732.75,738.76,160976,1.18922E+13,,33503,0.2081
18-03-2011,TECHM,EQ,732.75,732.75,739.8,699.4,710.05,704.85,712.61,345833,2.46445E+13,,117209,0.3389
21-03-2011,TECHM,EQ,704.85,709,717.9,695.3,712,709.45,706.51,234381,1.65592E+13,,70129,0.2992
22-03-2011,TECHM,EQ,709.45,709.95,716.35,699.1,712,710.65,709.01,153693,1.0897E+13,,17478,0.1137
23-03-2011,TECHM,EQ,710.65,700.3,714.85,690,711,710.7,710.07,73345,5.20799E+12,,22118,0.3016
24-03-2011,TECHM,EQ,710.7,715.05,739,713,736.9,735.7,731.01,252473,1.8456E+13,,43040,0.1705
25-03-2011,TECHM,EQ,735.7,744.95,744.95,731,734.1,736.65,737.85,117956,8.70339E+12,,23227,0.1969
28-03-2011,TECHM,EQ,736.65,742.35,743,716,723,724.95,727.99,121032,8.81103E+12,,46714,0.386
29-03-2011,TECHM,EQ,724.95,724.65,737.9,671.4,691,681.45,690.53,811569,5.60416E+13,,512612,0.6316
30-03-2011,TECHM,EQ,681.45,681,712,656,676,676.95,676.02,1085474,7.33807E+13,,592316,0.5457
31-03-2011,TECHM,EQ,676.95,690.35,695,671.35,672,676.15,682.05,428141,2.92012E+13,,100780,0.2354
01-04-2011,TECHM,EQ,676.15,672,697,671,692,693.55,690.08,261955,1.80771E+13,,93815,0.3581
04-04-2011,TECHM,EQ,693.55,693,708.5,689.05,700.75,701.7,701.14,215015,1.50757E+13,,52297,0.2432
05-04-2011,TECHM,EQ,701.7,705,721.85,695.2,720.9,717.95,711.6,263306,1.87368E+13,,63123,0.2397
06-04-2011,TECHM,EQ,717.95,715,739.5,714,735,735.7,731.78,528580,3.86802E+13,,113701,0.2151
07-04-2011,TECHM,EQ,735.7,735,754,720.25,751.75,750.3,741.97,667831,4.95509E+13,,112207,0.168
08-04-2011,TECHM,EQ,750.3,755,761,735.1,739,742.25,746.7,423818,3.16465E+13,,116890,0.2758
11-04-2011,TECHM,EQ,742.25,736.1,746.5,729,729.5,729.6,735.99,214850,1.58127E+13,,62726,0.292
13-04-2011,TECHM,EQ,729.6,728,736.9,721.3,735,734.1,732.72,102603,7.51797E+12,,20917,0.2039
15-04-2011,TECHM,EQ,734.1,734.15,744.45,728,731.6,732.3,736.75,252225,1.85828E+13,,68594,0.272
18-04-2011,TECHM,EQ,732.3,736.15,739.05,702.65,706.9,705.6,720,143075,1.03014E+13,,33705,0.2356
19-04-2011,TECHM,EQ,705.6,710,719,693.05,710.5,708.9,708.03,139095,9.84838E+12,,18770,0.1349
20-04-2011,TECHM,EQ,708.9,705.5,726.8,705.5,724.75,723.8,722.05,117649,8.49489E+12,,29960,0.2547
21-04-2011,TECHM,EQ,723.8,731.55,735,714,719.9,719.4,724.83,107683,7.80523E+12,,21209,0.197
25-04-2011,TECHM,EQ,719.4,712.45,726,712.45,716.05,718.05,720.53,66385,4.78324E+12,,17148,0.2583
26-04-2011,TECHM,EQ,718.05,718.35,731.5,714.05,724.9,725.05,726.1,257121,1.86694E+13,,36395,0.1415
27-04-2011,TECHM,EQ,725.05,725.05,728.7,715.5,716.8,718.35,721.5,111732,8.0615E+12,,37891,0.3391
28-04-2011,TECHM,EQ,718.35,719.8,719.8,684,686.4,688.55,693.26,781389,5.41704E+13,,505373,0.6468
29-04-2011,TECHM,EQ,688.55,693.95,698.9,677.5,686,686.4,691.45,149300,1.03233E+13,,38780,0.2597
02-05-2011,TECHM,EQ,686.4,686,696.45,678,688,687.3,686.55,124975,8.5802E+12,,16211,0.1297
03-05-2011,TECHM,EQ,687.3,688.3,692.75,667.35,670.65,670.15,677.43,109176,7.39587E+12,,26958,0.2469
04-05-2011,TECHM,EQ,670.15,670,671.95,656,662.65,664.45,665.46,96756,6.43872E+12,,29056,0.3003
05-05-2011,TECHM,EQ,664.45,663.1,672.9,650,659.05,659.85,661.62,93316,6.17399E+12,,20848,0.2234
06-05-2011,TECHM,EQ,659.85,668.95,674.9,650,668,669.4,661.84,113748,7.5283E+12,,18176,0.1598
09-05-2011,TECHM,EQ,669.4,675.75,675.75,662.5,668.45,666.5,667.22,50751,3.38622E+12,,9446,0.1861
10-05-2011,TECHM,EQ,666.5,669.7,682.45,665.4,673.05,675.2,676.29,133309,9.01551E+12,,21696,0.1627
11-05-2011,TECHM,EQ,675.2,675.05,684.9,675.05,675.35,678.6,680.11,96021,6.53045E+12,,14549,0.1515
12-05-2011,TECHM,EQ,678.6,676.9,684.05,664.2,667.1,667.3,675.35,95309,6.43669E+12,,14719,0.1544
13-05-2011,TECHM,EQ,667.3,660,679.9,660,674,672.85,674.43,79430,5.357E+12,,21400,0.2694
16-05-2011,TECHM,EQ,672.85,665.05,679,662.15,664.65,665.2,667.61,44284,2.95646E+12,,9404,0.2124
17-05-2011,TECHM,EQ,665.2,689,689,641.95,652.15,651.1,655.96,82511,5.41239E+12,,16340,0.198
18-05-2011,TECHM,EQ,651.1,652,666.15,645.4,656.25,654.9,656.1,128648,8.44058E+12,,12743,0.0991
19-05-2011,TECHM,EQ,654.9,657.05,671,655,670,666.85,662.35,111270,7.36994E+12,,55302,0.497
20-05-2011,TECHM,EQ,666.85,675,675,643.15,644.8,646.6,655.81,352568,2.31218E+13,,205816,0.5838
23-05-2011,TECHM,EQ,646.6,643,658,636.6,649.95,651.15,651.42,259232,1.68869E+13,,100021,0.3858
24-05-2011,TECHM,EQ,651.15,646.6,681,645.3,672.85,673.15,661.87,219157,1.45054E+13,,58972,0.2691
25-05-2011,TECHM,EQ,673.15,673,674,650.25,667,659.4,663.81,419326,2.78354E+13,,163161,0.3891
26-05-2011,TECHM,EQ,659.4,660.5,672,652.35,657.6,657.3,660.38,756795,4.99774E+13,,314138,0.4151
27-05-2011,TECHM,EQ,657.3,657.5,664.5,650,662.3,660.05,658.32,159808,1.05205E+13,,25107,0.1571
30-05-2011,TECHM,EQ,660.05,670,692,662.15,685,687.35,682.75,566718,3.86926E+13,,257646,0.4546
31-05-2011,TECHM,EQ,687.35,690.5,692,672.75,675.05,677.8,681.64,337673,2.30171E+13,,151184,0.4477
01-06-2011,TECHM,EQ,677.8,679.85,704.5,670.75,697,699.9,693.11,463526,3.21276E+13,16957,173420,0.3741
02-06-2011,TECHM,EQ,699.9,692.5,696.9,681,684.4,684.6,689.58,141172,9.73499E+12,5161,18436,0.1306
03-06-2011,TECHM,EQ,684.6,685,694,680,687,686.95,687.84,165384,1.13757E+13,7665,45343,0.2742
06-06-2011,TECHM,EQ,686.95,686.95,709.9,684.85,705.5,704.5,700.07,482080,3.37489E+13,16691,124137,0.2575
07-06-2011,TECHM,EQ,704.5,704.1,718.4,704.1,706.6,708.85,711.98,265689,1.89164E+13,10841,32346,0.1217
08-06-2011,TECHM,EQ,708.85,709,711,698.15,701,700.65,703.61,82794,5.82543E+12,4033,16083,0.1943
09-06-2011,TECHM,EQ,700.65,695.3,709.75,693.8,703.85,700.65,700.66,130491,9.14304E+12,5319,35093,0.2689
10-06-2011,TECHM,EQ,700.65,795,795,695,698,698.35,702.55,102299,7.18701E+12,4965,18246,0.1784
13-06-2011,TECHM,EQ,698.35,698,705.45,683.95,703,700.05,696.99,108860,7.58739E+12,5543,15947,0.1465
14-06-2011,TECHM,EQ,700.05,710,710,701,705.45,704.35,705.36,97091,6.84838E+12,4944,24429,0.2516
15-06-2011,TECHM,EQ,704.35,708.8,713.7,697,698.5,700.5,704.53,126905,8.94084E+12,5068,39847,0.314
16-06-2011,TECHM,EQ,700.5,699,699,684.3,688.75,690.15,689.24,121015,8.34086E+12,4734,39283,0.3246
17-06-2011,TECHM,EQ,690.15,690,695.9,680,686,689.45,687.79,117087,8.05317E+12,5477,21156,0.1807
20-06-2011,TECHM,EQ,689.45,686,692.3,654.8,662,666.7,670.99,182584,1.22513E+13,7695,38679,0.2118
21-06-2011,TECHM,EQ,666.7,666,682,658.1,677.4,675.4,673.3,194608,1.31029E+13,6134,75409,0.3875
22-06-2011,TECHM,EQ,675.4,689.7,696.1,676,690,692.6,688.51,226366,1.55856E+13,11836,117140,0.5175
23-06-2011,TECHM,EQ,692.6,681.05,703,681.05,702,701.85,695.14,227316,1.58015E+13,9083,59381,0.2612
24-06-2011,TECHM,EQ,701.85,706.05,710,690,693,694.1,700.79,224665,1.57444E+13,8419,52304,0.2328
27-06-2011,TECHM,EQ,694.1,693,706.65,686.1,703.9,700.65,696.6,148663,1.03559E+13,8018,36397,0.2448
28-06-2011,TECHM,EQ,700.65,681.2,704.5,681.2,696.5,698.9,697.99,76196,5.3184E+12,4782,15505,0.2035
29-06-2011,TECHM,EQ,698.9,709.8,717,697.05,710,711.35,709.89,231699,1.64481E+13,11765,79575,0.3434
30-06-2011,TECHM,EQ,711.35,712.3,728.8,712,724,723.25,719.31,277376,1.99519E+13,13023,90977,0.328
01-07-2011,TECHM,EQ,723.25,728.05,731.5,714.35,715.9,718.2,722.44,137460,9.93071E+12,6630,26398,0.192
04-07-2011,TECHM,EQ,718.2,724.75,732,716.1,730.05,730.55,727.02,166472,1.21029E+13,8791,55258,0.3319
05-07-2011,TECHM,EQ,730.55,725.25,736.8,722,734.5,734.65,731.91,260316,1.90529E+13,7248,137438,0.528
06-07-2011,TECHM,EQ,734.65,733.9,745,730.2,739.25,741.5,739.69,239539,1.77184E+13,12064,97863,0.4085
07-07-2011,TECHM,EQ,741.5,740.05,750,735,736,738.85,743.21,208527,1.5498E+13,8723,64819,0.3108
08-07-2011,TECHM,EQ,738.85,741.65,750,733.15,733.45,735.65,741.02,149894,1.11074E+13,6472,62014,0.4137
11-07-2011,TECHM,EQ,735.65,739.85,748.9,723.5,743.8,745.25,738.91,293185,2.16638E+13,11985,142930,0.4875
12-07-2011,TECHM,EQ,745.25,735.05,752.9,731,740.75,742.25,742.57,389526,2.8925E+13,13376,147025,0.3774
13-07-2011,TECHM,EQ,742.25,743,746.35,736.65,740.85,740.4,740.86,228813,1.69518E+13,9021,128108,0.5599
14-07-2011,TECHM,EQ,740.4,740.85,758,736.45,751,751.25,748.74,192175,1.4389E+13,7600,67537,0.3514
15-07-2011,TECHM,EQ,751.25,749,758,738.2,744.15,745.15,749.46,147812,1.1078E+13,7505,46269,0.313
18-07-2011,TECHM,EQ,745.15,754.75,754.75,737.5,740.25,741.35,744.15,109720,8.16477E+12,4470,57006,0.5196
19-07-2011,TECHM,EQ,741.35,748.8,754,735.3,750,750.1,747.22,254434,1.90119E+13,9220,150303,0.5907
20-07-2011,TECHM,EQ,750.1,743,758,743,750.25,750.85,751.76,189907,1.42765E+13,8535,84854,0.4468
21-07-2011,TECHM,EQ,750.85,748.7,760,741.2,748,749.15,752.03,163989,1.23325E+13,6290,52561,0.3205
22-07-2011,TECHM,EQ,749.15,752.25,756.8,745.7,749.9,751.85,751.48,140605,1.05661E+13,6616,54526,0.3878
25-07-2011,TECHM,EQ,751.85,752,779.9,746.05,778.85,772.1,767.62,329919,2.53251E+13,10636,127540,0.3866
26-07-2011,TECHM,EQ,772.1,777.95,784,766.5,780.05,776.45,775.35,381681,2.95936E+13,12382,114615,0.3003
27-07-2011,TECHM,EQ,776.45,778.35,798,775.5,787,789.35,788.34,300515,2.36909E+13,12842,65659,0.2185
28-07-2011,TECHM,EQ,789.35,785.05,788.05,773.45,785,784.35,781.99,144534,1.13024E+13,7381,47240,0.3268
29-07-2011,TECHM,EQ,784.35,785,787,773.4,774.1,775.95,777.98,150234,1.1688E+13,6237,65363,0.4351
01-08-2011,TECHM,EQ,775.95,776.05,785,772.2,783.5,780.85,779.4,80993,6.31261E+12,4693,20391,0.2518
02-08-2011,TECHM,EQ,780.85,785,786.25,776.05,786.25,783.65,781.46,129733,1.01381E+13,10752,60599,0.4671
03-08-2011,TECHM,EQ,783.65,780,785.05,768.2,774,773.1,773.8,142769,1.10475E+13,5123,48208,0.3377
04-08-2011,TECHM,EQ,773.1,773.5,778,762.1,774,773.4,769.28,175059,1.3467E+13,8684,59873,0.342
05-08-2011,TECHM,EQ,773.4,755,772.1,720.05,731,732.05,738.45,147981,1.09276E+13,7604,50734,0.3428
08-08-2011,TECHM,EQ,732.05,700,725,685.3,712,713.3,704.84,252924,1.7827E+13,11221,70525,0.2788
09-08-2011,TECHM,EQ,713.3,689.9,735,684.2,725,728.25,718.08,389434,2.79643E+13,13644,171068,0.4393
10-08-2011,TECHM,EQ,728.25,735,751,725,732,734.5,737.29,274367,2.02288E+13,13455,85992,0.3134
11-08-2011,TECHM,EQ,734.5,725,735.75,720.1,727.1,727.5,727.18,92402,6.71928E+12,5858,16484,0.1784
12-08-2011,TECHM,EQ,727.5,735,744.95,731,738.4,738.05,737.6,227804,1.68028E+13,12914,90050,0.3953
16-08-2011,TECHM,EQ,738.05,749.8,749.8,719,728.1,728.35,725.58,268302,1.94675E+13,12958,102559,0.3823
17-08-2011,TECHM,EQ,728.35,728.3,738.65,709,710.9,716,721.27,247003,1.78156E+13,9605,99313,0.4021
18-08-2011,TECHM,EQ,716,717,717,655.9,658.45,660.7,676.31,364133,2.46265E+13,15028,134827,0.3703
19-08-2011,TECHM,EQ,660.7,640.15,667.05,621.95,631,638,640.57,386052,2.47295E+13,15527,87439,0.2265
22-08-2011,TECHM,EQ,638,633.35,649,624.05,641.9,636.85,636,154078,9.79937E+12,8690,36982,0.24
23-08-2011,TECHM,EQ,636.85,637,669.45,625,663,660.9,649.87,281036,1.82637E+13,12278,21162,0.0753
24-08-2011,TECHM,EQ,660.9,660,669,648,654.4,652.95,659.69,156506,1.03245E+13,8841,42121,0.2691
25-08-2011,TECHM,EQ,652.95,667.45,667.45,609,613.5,618.55,632.5,231330,1.46317E+13,9854,57721,0.2495
26-08-2011,TECHM,EQ,618.55,615,626.3,602,608.5,612.55,616.33,173399,1.06871E+13,8795,46340,0.2672
29-08-2011,TECHM,EQ,612.55,616,640.6,616,634.7,635.7,632.37,111933,7.07833E+12,7468,19067,0.1703
30-08-2011,TECHM,EQ,635.7,653.85,659,634.1,649,648.8,644.81,143818,9.27356E+12,7536,18158,0.1263
02-09-2011,TECHM,EQ,648.8,666.55,666.55,628.2,632.5,635.35,640.35,104252,6.67573E+12,5641,20416,0.1958
05-09-2011,TECHM,EQ,635.35,621.9,692,621.9,677.5,678.3,659.66,406684,2.68271E+13,17140,72472,0.1782
06-09-2011,TECHM,EQ,678.3,675.05,680.95,651.15,659.65,661.35,665.21,460581,3.06383E+13,18110,76999,0.1672
07-09-2011,TECHM,EQ,661.35,668.7,693.8,663.25,691.95,690.25,681.89,450030,3.0687E+13,15963,221145,0.4914
08-09-2011,TECHM,EQ,690.25,689.25,699.6,680.55,685.35,685.7,689.41,217535,1.49971E+13,11919,45330,0.2084
09-09-2011,TECHM,EQ,685.7,691,693.95,656.1,658.1,664.45,680.45,136078,9.25944E+12,7789,43536,0.3199
12-09-2011,TECHM,EQ,664.45,651.15,655,625.6,630,630.65,635.94,198657,1.26333E+13,12785,47968,0.2415
13-09-2011,TECHM,EQ,630.65,637.95,649,628.7,629.05,630.75,636.99,156090,9.94276E+12,8809,41707,0.2672
14-09-2011,TECHM,EQ,630.75,637.1,641.8,618,628.5,628.3,629.61,245251,1.54412E+13,12255,92966,0.3791
15-09-2011,TECHM,EQ,628.3,633.95,640,626.05,637.25,636.2,633.32,146863,9.30117E+12,7179,17997,0.1225
16-09-2011,TECHM,EQ,636.2,641.85,657,631.2,653,650.45,645,280656,1.81024E+13,9940,108389,0.3862
19-09-2011,TECHM,EQ,650.45,649.95,649.95,630,636,635.25,639.37,89967,5.75219E+12,6697,18529,0.206
20-09-2011,TECHM,EQ,635.25,633.95,651.9,633.9,647.5,648.1,645.8,128300,8.28561E+12,6503,13779,0.1074
21-09-2011,TECHM,EQ,648.1,658.9,658.9,644.85,649,650.15,650.85,110684,7.20385E+12,6223,11653,0.1053
22-09-2011,TECHM,EQ,650.15,641.05,648,625,625.9,627.4,637.79,103105,6.57591E+12,5943,24851,0.241
23-09-2011,TECHM,EQ,627.4,621.05,635.95,620,625.1,626.05,627.92,186768,1.17276E+13,10669,66907,0.3582
26-09-2011,TECHM,EQ,626.05,635.95,636.3,600,600.1,603.95,613.92,233965,1.43637E+13,14617,77888,0.3329
27-09-2011,TECHM,EQ,603.95,603.95,616.85,603.95,610,610.45,611.57,201438,1.23193E+13,11842,89088,0.4423
28-09-2011,TECHM,EQ,610.45,619,648.55,576.1,579,581.6,597.29,499782,2.98515E+13,22834,174896,0.3499
29-09-2011,TECHM,EQ,581.6,580,580,556.2,573.05,571.65,569.33,381890,2.17421E+13,16258,139721,0.3659
30-09-2011,TECHM,EQ,571.65,571,579.5,555.55,572,574.15,570.04,233816,1.33283E+13,13327,52032,0.2225
03-10-2011,TECHM,EQ,574.15,556.25,568.7,551.3,552,553.8,557.2,115147,6.41594E+12,8342,25457,0.2211
04-10-2011,TECHM,EQ,553.8,553,559.7,538.6,553.7,547,548.8,139269,7.64308E+12,11913,34669,0.2489
05-10-2011,TECHM,EQ,547,550.45,558,529.7,534.55,531.95,540.8,131691,7.12184E+12,10750,31199,0.2369
07-10-2011,TECHM,EQ,531.95,536.1,565.4,535.1,564.95,563.05,554.56,268789,1.4906E+13,18531,107824,0.4011
10-10-2011,TECHM,EQ,563.05,551.15,578.5,551.15,573.7,576.1,572.88,151213,8.6627E+12,8208,51113,0.338
11-10-2011,TECHM,EQ,576.1,576.1,589,568,580,574.7,579.88,230639,1.33742E+13,16390,95177,0.4127
12-10-2011,TECHM,EQ,574.7,578,594.8,578,583.25,584.7,586.58,231098,1.35557E+13,17916,91044,0.394
13-10-2011,TECHM,EQ,584.7,575.25,611.8,575.25,607.55,605.45,598.8,234494,1.40416E+13,14343,55592,0.2371
14-10-2011,TECHM,EQ,605.45,611.45,615,590,592.8,594.9,601.42,308670,1.85641E+13,15085,92674,0.3002
17-10-2011,TECHM,EQ,594.9,599,599.9,579,585.2,584.35,587.38,142519,8.37122E+12,8468,45285,0.3177
18-10-2011,TECHM,EQ,584.35,582.95,588,565.05,569.05,569.1,570.29,97487,5.55958E+12,9215,32844,0.3369
19-10-2011,TECHM,EQ,569.1,572.05,580.5,570,577.05,578.15,576.14,103373,5.95572E+12,7875,37117,0.3591
20-10-2011,TECHM,EQ,578.15,572.5,573.7,562,570.6,569.7,567.62,91703,5.20523E+12,8418,35329,0.3853
21-10-2011,TECHM,EQ,569.7,571.15,588.85,568.7,572.05,571.6,579,131908,7.63753E+12,7878,46445,0.3521
24-10-2011,TECHM,EQ,571.6,588.85,588.85,561,561.5,562.95,570.72,125958,7.18868E+12,9519,44260,0.3514
25-10-2011,TECHM,EQ,562.95,570,570,551,564,560.8,557.53,191602,1.06824E+13,10131,79570,0.4153
26-10-2011,TECHM,EQ,560.8,551.1,570,551.1,568,566.1,565.73,17505,9.90309E+11,1015,6314,0.3607
28-10-2011,TECHM,EQ,566.1,571,596.5,571,587.25,587.5,585.85,244140,1.43029E+13,17254,148466,0.6081
31-10-2011,TECHM,EQ,587.5,590,593,580.1,588,585.5,586.97,122394,7.18421E+12,10880,50544,0.413
01-11-2011,TECHM,EQ,585.5,580.2,595.85,580,594.05,591.6,589.49,168454,9.93012E+12,12745,76294,0.4529
02-11-2011,TECHM,EQ,591.6,581,626.85,572.35,625.45,622.1,615.57,458706,2.82366E+13,20934,118153,0.2576
03-11-2011,TECHM,EQ,622.1,623,632.3,618.3,622,621.15,624.84,273605,1.7096E+13,13467,52265,0.191
04-11-2011,TECHM,EQ,621.15,629.7,633.4,618,629.25,628.05,627.15,138014,8.65556E+12,6214,41581,0.3013
08-11-2011,TECHM,EQ,628.05,632.05,634,608.8,612.1,615.75,619.08,141925,8.78629E+12,9129,28561,0.2012
09-11-2011,TECHM,EQ,615.75,615,618.8,598.8,603,601.9,609.78,114989,7.01183E+12,7737,27751,0.2413
11-11-2011,TECHM,EQ,601.9,604.8,615,592,598,597.35,600.83,207611,1.24739E+13,13099,80252,0.3865
14-11-2011,TECHM,EQ,597.35,601.75,618.4,601.7,612,610.9,612.52,218122,1.33605E+13,10965,95902,0.4397
15-11-2011,TECHM,EQ,610.9,610,623.7,595.8,620,617.85,610.19,637374,3.88919E+13,25455,182061,0.2856
16-11-2011,TECHM,EQ,617.85,612,618.8,598.35,611,607.75,607.34,225823,1.37151E+13,10152,29871,0.1323
17-11-2011,TECHM,EQ,607.75,607,614.95,596.15,598.5,598.55,604.77,78027,4.7188E+12,6104,17258,0.2212
18-11-2011,TECHM,EQ,598.55,595,605,588.8,601.05,599,596.47,113240,6.75437E+12,6330,34619,0.3057
21-11-2011,TECHM,EQ,599,593.7,604.8,578.25,579.8,582.3,588.03,92720,5.4522E+12,8744,22680,0.2446
22-11-2011,TECHM,EQ,582.3,580.5,602,565.6,600.1,596.85,582.88,238843,1.39217E+13,18503,40528,0.1697
23-11-2011,TECHM,EQ,596.85,591.65,592,569.1,569.1,573.2,580.82,91505,5.31475E+12,13660,25069,0.274
24-11-2011,TECHM,EQ,573.2,571,580,550.45,580,570.55,561.78,168586,9.47083E+12,12691,41775,0.2478
25-11-2011,TECHM,EQ,570.55,570.55,582.85,550,557.65,560.1,562.3,245250,1.37904E+13,15474,31884,0.13
28-11-2011,TECHM,EQ,560.1,562,585,562,581.8,575,572.34,117961,6.75143E+12,11382,36237,0.3072
29-11-2011,TECHM,EQ,575,582.95,582.95,560.1,565.8,565.25,570.02,101028,5.75879E+12,11865,15526,0.1537
30-11-2011,TECHM,EQ,565.25,560.1,569,555.2,568,565.35,563.56,120172,6.77247E+12,8234,18536,0.1542
01-12-2011,TECHM,EQ,565.35,579,584.7,565.3,567,568.9,573.7,114066,6.54396E+12,8518,28867,0.2531
02-12-2011,TECHM,EQ,568.9,569.95,582,565.25,578,578.1,575.16,104128,5.989E+12,6852,31297,0.3006
05-12-2011,TECHM,EQ,578.1,571.35,599,571.35,594.5,596,593.56,317096,1.88217E+13,18581,70844,0.2234
07-12-2011,TECHM,EQ,596,598.5,602,586.05,587,588.05,592.56,139158,8.24594E+12,9881,34586,0.2485
08-12-2011,TECHM,EQ,588.05,590.1,594.9,572.7,575,574.55,582.99,139609,8.13906E+12,10833,34223,0.2451
09-12-2011,TECHM,EQ,574.55,572.2,575,553,560,558.65,562.67,134090,7.54483E+12,10366,40241,0.3001
12-12-2011,TECHM,EQ,558.65,574.4,574.4,541,543,543.95,554.13,166324,9.21649E+12,13583,41636,0.2503
13-12-2011,TECHM,EQ,543.95,540.05,551.2,528,550.2,547.15,544.85,95183,5.18601E+12,7144,11491,0.1207
14-12-2011,TECHM,EQ,547.15,546.2,563,544.05,555,554.7,554.84,142898,7.92857E+12,10273,47741,0.3341
15-12-2011,TECHM,EQ,554.7,553.95,578.75,544.5,570.25,572.75,562,221349,1.24398E+13,14186,51891,0.2344
16-12-2011,TECHM,EQ,572.75,576,577.1,556.5,565,562.05,567.06,153558,8.70761E+12,12870,54555,0.3553
19-12-2011,TECHM,EQ,562.05,559.85,579.25,543,579.25,570,559.59,105175,5.88544E+12,9579,35829,0.3407
20-12-2011,TECHM,EQ,570,580,585,565.05,574,572.15,573.49,151217,8.67209E+12,8599,23711,0.1568
21-12-2011,TECHM,EQ,572.15,592,618.75,567.7,571,573.2,574.83,101545,5.83708E+12,8932,44646,0.4397
22-12-2011,TECHM,EQ,573.2,569.7,572.95,560.8,567.65,567.6,567,100396,5.69246E+12,6797,35173,0.3503
23-12-2011,TECHM,EQ,567.6,575.95,575.95,563.1,570,567.65,568.34,83238,4.73079E+12,7070,32435,0.3897
26-12-2011,TECHM,EQ,567.65,570,575,556,574,571.8,567.95,203366,1.15501E+13,17438,71049,0.3494
27-12-2011,TECHM,EQ,571.8,570.15,587.2,570,570,573.65,579.94,103095,5.97884E+12,6716,10581,0.1026
28-12-2011,TECHM,EQ,573.65,570.8,573.95,563.1,573,570.7,568.89,53146,3.0234E+12,4864,13865,0.2609
29-12-2011,TECHM,EQ,570.7,565.3,584.9,565.3,578.1,580.3,579.05,81572,4.72341E+12,5150,18704,0.2293
30-12-2011,TECHM,EQ,580.3,576.9,579.8,570.1,574.4,573.7,573.83,56772,3.25775E+12,5121,8341,0.1469
02-01-2012,TECHM,EQ,573.7,578,583.45,565.05,572.5,571.9,572.69,30883,1.76863E+12,2812,4663,0.151
03-01-2012,TECHM,EQ,571.9,572,605.8,571.15,598,599.95,594.52,148532,8.83052E+12,8557,35290,0.2376
04-01-2012,TECHM,EQ,599.95,600,613.9,592,605,604.4,606.06,159626,9.67425E+12,10005,22779,0.1427
05-01-2012,TECHM,EQ,604.4,591,611.1,591,594.4,595.35,602.58,101620,6.12337E+12,5801,9241,0.0909
06-01-2012,TECHM,EQ,595.35,585,606,585,600,598.95,599.81,90614,5.43513E+12,5661,16806,0.1855
07-01-2012,TECHM,EQ,598.95,580,603.5,580,595.3,599.5,600.37,3232,1.94039E+11,245,689,0.2132
09-01-2012,TECHM,EQ,599.5,595.1,613,595.1,604,603.95,605.35,101787,6.16166E+12,6113,11783,0.1158
10-01-2012,TECHM,EQ,603.95,605,615,605,613.15,612.3,611.24,85222,5.2091E+12,4867,18447,0.2165
11-01-2012,TECHM,EQ,612.3,595,628.9,595,618.6,621.25,623.62,125087,7.80068E+12,6226,38869,0.3107
12-01-2012,TECHM,EQ,621.25,602.55,624.9,592,595,596.4,605.9,99999,6.05897E+12,7396,25668,0.2567
13-01-2012,TECHM,EQ,596.4,609,609,596.15,601,602,603.2,62773,3.78646E+12,4582,15778,0.2514
16-01-2012,TECHM,EQ,602,595.75,611.55,595.75,604.6,603.35,603.8,70086,4.2318E+12,3094,14699,0.2097
17-01-2012,TECHM,EQ,603.35,600,618,600,609.5,609.3,610.19,114577,6.99141E+12,4755,40896,0.3569
